PlayerNr,Trx_Type,Trx_time,Balance_before,Balance_after
7005121609,stake,2020-04-19 07:32:10,919.5799999999998,396.2099999999998
7005121609,win,2020-05-12 04:26:15,396.2099999999998,1278.1999999999998
7005121609,stake,2020-05-21 19:23:26,1278.1999999999998,1217.4999999999998
7005121609,withdrawal,2020-05-31 15:10:48,1217.4999999999998,65.97999999999979
7005121609,stake,2020-06-18 08:16:54,65.97999999999979,29.54999999999979
7005121609,deposit,2020-06-30 22:18:07,29.54999999999979,172.98999999999978
7005121609,stake,2020-06-30 22:48:15,172.98999999999978,69.38999999999979
7005121609,withdrawal,2020-07-04 13:44:57,69.38999999999979,54.299999999999784
7005121609,win,2020-08-04 11:21:42,54.299999999999784,96.42999999999978
7005121609,stake,2020-08-09 13:00:14,96.42999999999978,11.029999999999774
7005121609,win,2020-08-13 20:46:40,11.029999999999774,275.64999999999975
7005121609,stake,2020-08-15 17:05:31,275.64999999999975,29.65999999999974
7005121609,withdrawal,2020-09-07 08:11:17,29.65999999999974,20.469999999999743
7005121609,bonus,2020-09-08 13:58:31,20.469999999999743,761.9599999999998
7005121609,stake,2020-09-14 04:19:36,761.9599999999998,67.68999999999983
7005121609,win,2020-10-07 13:58:25,67.68999999999983,103.05999999999983
7005121609,stake,2020-10-12 17:14:58,103.05999999999983,79.24999999999983
7005121609,win,2020-10-23 16:39:28,79.24999999999983,1076.1899999999998
7005121609,stake,2020-10-25 22:52:43,1076.1899999999998,884.4699999999998
7005121609,win,2020-12-16 22:13:15,884.4699999999998,949.5099999999998
7005121609,stake,2020-12-19 15:17:54,949.5099999999998,528.6999999999998
7005121609,win,2020-12-24 14:06:30,528.6999999999998,1307.8899999999999
7005121609,stake,2020-12-29 17:49:44,1307.8899999999999,1078.5299999999997
7005121609,bonus,2021-01-10 08:05:52,1078.5299999999997,1576.2099999999998
7005121609,stake,2021-02-15 09:26:04,1576.2099999999998,723.0499999999998
7005121609,withdrawal,2021-04-06 03:22:37,723.0499999999998,107.88999999999987
7005121609,bonus,2021-06-10 10:15:26,107.88999999999987,1049.11
7005121609,win,2021-07-04 09:42:21,1049.11,1120.33
7005121609,stake,2021-07-09 07:16:00,1120.33,1081.57
7005121609,win,2021-07-17 18:13:48,1081.57,1100.6899999999998
7005121609,stake,2021-08-02 14:52:49,1100.6899999999998,496.5899999999998
7005121609,win,2021-08-11 11:21:00,496.5899999999998,697.6999999999998
7005121609,stake,2021-08-26 00:14:15,697.6999999999998,321.80999999999983
7005121609,win,2021-09-04 11:39:02,321.80999999999983,877.7899999999998
7005121609,stake,2021-09-13 10:20:35,877.7899999999998,322.6099999999999
7005121609,win,2021-10-09 06:18:11,322.6099999999999,389.8899999999999
7005121609,stake,2021-11-26 15:16:00,389.8899999999999,288.78999999999985
7005121609,win,2021-11-29 22:21:09,288.78999999999985,977.1799999999998
7005121609,stake,2021-12-02 09:24:08,977.1799999999998,419.16999999999985
7005121609,withdrawal,2021-12-28 12:25:26,419.16999999999985,406.02999999999986
7005121609,bonus,2022-01-09 04:15:27,406.02999999999986,910.7699999999999
7005121609,win,2022-01-10 19:06:26,910.7699999999999,1236.02
7005121609,stake,2022-01-11 06:19:29,1236.02,223.85000000000002
8437991648,bonus,2020-05-24 23:08:16,0,953.96
8437991648,stake,2020-08-07 02:47:57,953.96,194.93000000000006
8437991648,withdrawal,2020-08-15 02:34:52,194.93000000000006,116.04000000000006
8437991648,stake,2020-08-21 12:36:19,116.04000000000006,61.350000000000065
8437991648,win,2020-08-28 19:39:20,61.350000000000065,985.28
8437991648,stake,2020-09-09 06:33:14,985.28,901.37
8437991648,win,2020-09-28 19:44:56,901.37,945.13
8437991648,bonus,2020-09-30 16:00:32,945.13,1241.4099999999999
8437991648,stake,2020-10-11 01:35:16,1241.4099999999999,791.6899999999998
8437991648,win,2020-10-24 02:52:39,791.6899999999998,1506.0299999999997
8437991648,stake,2020-11-06 18:14:41,1506.0299999999997,277.13999999999965
8437991648,bonus,2020-11-07 15:03:16,277.13999999999965,386.7899999999996
8437991648,win,2020-11-11 13:49:15,386.7899999999996,1223.9599999999996
8437991648,withdrawal,2020-11-11 17:28:06,1223.9599999999996,812.9499999999996
8437991648,stake,2020-12-05 23:02:29,812.9499999999996,134.4499999999996
8437991648,withdrawal,2021-01-31 17:19:09,134.4499999999996,88.16999999999959
8437991648,stake,2021-03-06 05:07:48,88.16999999999959,72.7599999999996
8437991648,withdrawal,2021-04-07 22:19:37,72.7599999999996,43.15999999999959
8437991648,stake,2021-04-08 03:36:01,43.15999999999959,39.51999999999959
8437991648,bonus,2021-05-27 12:13:57,39.51999999999959,842.3299999999996
8437991648,stake,2021-06-14 15:39:58,842.3299999999996,186.24999999999955
8437991648,win,2021-07-08 14:57:54,186.24999999999955,241.87999999999954
8437991648,stake,2021-07-20 16:45:20,241.87999999999954,63.989999999999554
8437991648,win,2021-08-12 04:23:06,63.989999999999554,328.43999999999954
8437991648,stake,2021-09-29 22:18:59,328.43999999999954,92.55999999999955
8437991648,win,2021-10-02 22:06:22,92.55999999999955,196.85999999999956
8437991648,stake,2021-10-10 01:45:55,196.85999999999956,53.14999999999955
8437991648,withdrawal,2021-10-28 11:24:34,53.14999999999955,32.35999999999955
8437991648,stake,2021-11-03 19:56:38,32.35999999999955,15.969999999999551
8437991648,win,2021-12-09 21:29:25,15.969999999999551,717.7099999999996
8437991648,stake,2021-12-11 04:22:20,717.7099999999996,7.519999999999527
8437991648,bonus,2021-12-26 08:58:05,7.519999999999527,648.8699999999995
8437991648,stake,2021-12-30 02:55:58,648.8699999999995,158.70999999999952
3609218616,bonus,2019-06-22 12:34:29,0,720.93
3609218616,stake,2019-07-02 14:54:51,720.93,240.85999999999996
3609218616,withdrawal,2019-07-13 03:39:18,240.85999999999996,207.43999999999994
3609218616,stake,2019-07-13 23:25:11,207.43999999999994,47.47999999999993
3609218616,win,2019-07-28 03:45:23,47.47999999999993,379.93999999999994
3609218616,stake,2019-08-01 02:06:38,379.93999999999994,34.049999999999955
3609218616,deposit,2019-08-02 23:11:00,34.049999999999955,575.01
3609218616,stake,2019-08-21 13:53:24,575.01,239.48000000000002
3609218616,win,2019-08-30 04:13:15,239.48000000000002,1073.8200000000002
3609218616,bonus,2019-09-03 01:32:44,1073.8200000000002,1619.98
3609218616,stake,2019-09-10 23:51:27,1619.98,471.0999999999999
3609218616,win,2019-09-15 01:40:11,471.0999999999999,1174.75
3609218616,stake,2019-10-20 13:11:59,1174.75,618.3
3609218616,bonus,2019-10-20 17:12:22,618.3,785.78
3609218616,stake,2019-10-28 00:33:26,785.78,204.40999999999997
3609218616,win,2019-11-02 11:34:48,204.40999999999997,563.1199999999999
3609218616,stake,2019-11-26 05:33:40,563.1199999999999,272.32999999999987
3609218616,bonus,2019-11-30 22:07:51,272.32999999999987,812.8699999999999
3609218616,win,2019-12-02 22:58:24,812.8699999999999,1395.6
3609218616,bonus,2019-12-07 19:38:42,1395.6,2180.62
3609218616,stake,2019-12-10 15:47:01,2180.62,2008.02
3609218616,withdrawal,2019-12-21 22:05:11,2008.02,1002.51
3609218616,stake,2019-12-22 13:32:57,1002.51,444.89
3609218616,win,2020-01-02 09:08:27,444.89,568.79
3609218616,withdrawal,2020-01-05 09:43:02,568.79,137.20999999999998
3609218616,stake,2020-01-11 20:49:33,137.20999999999998,98.32999999999998
3609218616,bonus,2020-01-16 10:01:32,98.32999999999998,797.73
3609218616,stake,2020-02-03 17:34:31,797.73,646.53
3609218616,win,2020-02-20 09:39:18,646.53,833.47
3609218616,stake,2020-03-08 08:15:59,833.47,312.03
3609218616,win,2020-03-23 04:18:35,312.03,480.64
3609218616,stake,2020-04-01 01:10:23,480.64,340.53
3609218616,win,2020-04-19 22:52:15,340.53,598.54
3609218616,stake,2020-05-02 17:35:20,598.54,365.22999999999996
3609218616,withdrawal,2020-05-14 08:26:21,365.22999999999996,318.17999999999995
3609218616,stake,2020-06-04 23:20:12,318.17999999999995,52.96999999999997
3609218616,deposit,2020-06-07 18:41:07,52.96999999999997,686.9300000000001
3609218616,stake,2020-06-24 15:18:32,686.9300000000001,374.2800000000001
3609218616,win,2020-06-26 17:51:04,374.2800000000001,770.5400000000001
3609218616,stake,2020-06-30 10:57:48,770.5400000000001,444.9000000000001
3609218616,win,2020-07-02 22:48:46,444.9000000000001,1145.29
3609218616,stake,2020-07-04 08:50:02,1145.29,264.92999999999995
3609218616,win,2020-07-23 20:01:57,264.92999999999995,435.67999999999995
3609218616,stake,2020-08-24 14:59:12,435.67999999999995,65.30999999999995
3609218616,win,2020-09-11 04:44:00,65.30999999999995,995.5799999999999
3609218616,stake,2020-09-12 02:28:18,995.5799999999999,495.31999999999994
3609218616,win,2020-09-15 21:42:07,495.31999999999994,1379.58
3609218616,stake,2020-09-30 12:13:29,1379.58,1022.05
3609218616,win,2020-10-02 03:50:02,1022.05,1903.8
3609218616,stake,2020-10-13 11:17:49,1903.8,330.41999999999985
3609218616,win,2020-10-19 04:53:11,330.41999999999985,1215.3799999999999
3609218616,stake,2020-10-31 14:24:00,1215.3799999999999,266.79999999999984
3609218616,win,2020-11-02 23:31:59,266.79999999999984,697.6899999999998
3609218616,stake,2020-11-05 06:02:41,697.6899999999998,363.9699999999998
3609218616,bonus,2020-12-15 16:35:02,363.9699999999998,380.2199999999998
3609218616,stake,2020-12-20 16:44:27,380.2199999999998,163.5999999999998
3609218616,win,2020-12-22 03:42:34,163.5999999999998,197.8199999999998
3609218616,bonus,2020-12-30 06:01:06,197.8199999999998,975.0999999999998
3609218616,stake,2021-01-06 20:22:54,975.0999999999998,0.28999999999984993
3609218616,win,2021-02-03 17:32:39,0.28999999999984993,752.9699999999998
3609218616,bonus,2021-02-13 09:27:01,752.9699999999998,1737.6399999999999
3609218616,win,2021-02-24 02:41:16,1737.6399999999999,1771.9199999999998
3609218616,stake,2021-03-05 19:32:29,1771.9199999999998,466.8699999999999
3609218616,win,2021-04-05 14:26:06,466.8699999999999,559.6599999999999
3609218616,stake,2021-04-09 12:55:24,559.6599999999999,164.69999999999987
3609218616,win,2021-04-22 09:52:57,164.69999999999987,673.3499999999999
3609218616,stake,2021-05-04 10:22:00,673.3499999999999,60.149999999999864
3609218616,bonus,2021-05-05 13:55:06,60.149999999999864,446.3699999999999
3609218616,stake,2021-05-10 13:34:34,446.3699999999999,438.26999999999987
3609218616,win,2021-05-10 20:10:46,438.26999999999987,755.7899999999998
3609218616,stake,2021-05-14 01:59:36,755.7899999999998,754.6699999999998
3609218616,win,2021-05-18 14:44:59,754.6699999999998,1191.5499999999997
3609218616,stake,2021-05-20 09:21:19,1191.5499999999997,1058.8899999999996
3609218616,win,2021-06-05 04:22:51,1058.8899999999996,1221.7899999999997
3609218616,stake,2021-06-07 12:33:38,1221.7899999999997,392.7199999999997
3609218616,win,2021-07-03 23:45:47,392.7199999999997,688.2199999999997
3609218616,withdrawal,2021-07-21 01:46:31,688.2199999999997,200.97999999999968
3609218616,stake,2021-07-24 23:13:47,200.97999999999968,31.629999999999683
3609218616,win,2021-07-27 07:45:37,31.629999999999683,601.0399999999996
3609218616,stake,2021-08-12 20:23:52,601.0399999999996,392.6899999999996
3609218616,win,2021-08-19 02:28:09,392.6899999999996,435.34999999999957
3609218616,withdrawal,2021-08-19 22:55:58,435.34999999999957,65.79999999999956
3609218616,stake,2021-08-31 03:21:26,65.79999999999956,33.77999999999955
3609218616,win,2021-09-05 01:15:14,33.77999999999955,408.04999999999956
3609218616,stake,2021-09-06 16:49:41,408.04999999999956,326.67999999999955
3609218616,withdrawal,2021-09-19 06:42:08,326.67999999999955,119.70999999999955
3609218616,stake,2021-10-02 18:16:59,119.70999999999955,52.28999999999955
3609218616,deposit,2021-10-08 03:01:09,52.28999999999955,374.7699999999996
3609218616,win,2021-10-20 10:24:48,374.7699999999996,431.91999999999956
3609218616,stake,2021-10-30 11:01:03,431.91999999999956,267.35999999999956
3609218616,bonus,2021-11-27 16:22:35,267.35999999999956,848.9099999999995
3609218616,withdrawal,2021-12-01 01:35:37,848.9099999999995,15.249999999999545
3609218616,stake,2021-12-15 15:02:22,15.249999999999545,4.289999999999544
3609218616,win,2021-12-26 02:40:36,4.289999999999544,882.0699999999995
3609218616,stake,2021-12-27 09:24:33,882.0699999999995,856.0699999999995
3609218616,win,2022-01-14 22:48:22,856.0699999999995,1189.8499999999995
3609218616,stake,2022-01-20 09:24:01,1189.8499999999995,863.5199999999995
7031986051,deposit,2013-05-19 11:21:34,0,409.34
7031986051,bonus,2014-12-17 20:50:28,409.34,526.75
7031986051,stake,2015-05-21 16:07:53,526.75,508.56
7031986051,withdrawal,2016-04-05 18:32:56,508.56,380.73
7031986051,stake,2016-05-25 12:37:41,380.73,202.86
7031986051,win,2020-06-20 04:13:53,202.86,468.32
7031986051,stake,2020-07-07 08:05:13,468.32,386.01
5182028432,bonus,2011-11-23 13:07:11,0,326.4
5182028432,stake,2011-12-08 02:33:26,326.4,296.33
5182028432,win,2012-04-23 01:51:06,296.33,1160.3899999999999
5182028432,stake,2012-07-23 21:16:44,1160.3899999999999,5.059999999999945
5182028432,win,2013-03-08 18:03:03,5.059999999999945,953.7299999999999
5182028432,stake,2013-04-11 13:52:40,953.7299999999999,312.6399999999999
5182028432,bonus,2013-07-16 19:48:17,312.6399999999999,1036.46
5182028432,win,2013-10-20 03:51:16,1036.46,1277.94
5182028432,bonus,2013-10-27 00:31:06,1277.94,1371.75
5182028432,win,2014-01-27 16:43:59,1371.75,1628.47
5182028432,stake,2014-03-10 00:09:55,1628.47,1621.91
5182028432,win,2014-05-06 20:34:15,1621.91,2192.1400000000003
5182028432,stake,2014-09-21 00:14:43,2192.1400000000003,496.8200000000004
5182028432,win,2014-11-04 09:24:44,496.8200000000004,1177.9900000000002
5182028432,stake,2016-03-01 19:58:32,1177.9900000000002,875.4800000000002
5182028432,win,2016-07-03 13:04:04,875.4800000000002,1253.5500000000002
5182028432,stake,2016-07-07 04:42:40,1253.5500000000002,661.3200000000002
5182028432,withdrawal,2016-09-07 11:45:37,661.3200000000002,55.52000000000021
5182028432,stake,2016-12-16 20:59:57,55.52000000000021,15.040000000000212
5182028432,win,2017-02-13 19:33:29,15.040000000000212,339.6200000000002
5182028432,stake,2017-06-30 13:26:39,339.6200000000002,26.680000000000177
5182028432,win,2017-12-29 17:58:40,26.680000000000177,227.72000000000017
5182028432,stake,2018-01-09 22:34:49,227.72000000000017,20.650000000000176
5182028432,win,2018-05-19 07:16:33,20.650000000000176,118.98000000000017
5182028432,bonus,2018-05-22 19:30:17,118.98000000000017,479.9800000000002
5182028432,stake,2019-03-28 18:58:34,479.9800000000002,48.18000000000018
5182028432,win,2019-04-03 23:43:11,48.18000000000018,809.2000000000002
5182028432,withdrawal,2019-09-03 00:14:03,809.2000000000002,80.20000000000016
5182028432,stake,2020-01-05 21:51:11,80.20000000000016,37.13000000000016
5182028432,win,2020-03-03 14:42:03,37.13000000000016,189.02000000000015
5182028432,stake,2020-04-06 15:41:44,189.02000000000015,134.01000000000016
5182028432,win,2020-05-01 04:25:58,134.01000000000016,1012.9500000000003
5182028432,stake,2020-05-19 06:33:43,1012.9500000000003,247.0300000000003
5182028432,win,2020-07-16 05:20:32,247.0300000000003,612.5300000000003
5182028432,stake,2020-07-24 08:31:15,612.5300000000003,71.61000000000035
5182028432,bonus,2020-08-06 01:41:42,71.61000000000035,861.0200000000003
5182028432,stake,2021-02-26 00:54:32,861.0200000000003,177.95000000000027
5182028432,bonus,2021-06-05 21:42:55,177.95000000000027,938.9400000000003
5182028432,withdrawal,2021-09-03 13:53:26,938.9400000000003,53.08000000000027
5182028432,stake,2021-09-26 17:53:09,53.08000000000027,38.76000000000027
5182028432,deposit,2021-12-09 13:37:29,38.76000000000027,118.39000000000027
5182028432,win,2021-12-28 01:35:16,118.39000000000027,418.90000000000026
